,Pairs,source,target,Reaction
49443,C00058_C00001,C00058,C00001,R11592
49444,C00022_C00256,C00022,C00256,R11593
49445,C00022_C00026,C00022,C00026,R11593
49446,C01087_C00256,C01087,C00256,R11593
49447,C01087_C00026,C01087,C00026,R11593
49448,C00148_C01015,C00148,C01015,R11594
49449,C00148_C00042,C00148,C00042,R11594
49450,C00148_C00011,C00148,C00011,R11594
49451,C00026_C01015,C00026,C01015,R11594
49452,C00026_C00042,C00026,C00042,R11594
49453,C00026_C00011,C00026,C00011,R11594
49454,C00007_C01015,C00007,C01015,R11594
49455,C00007_C00042,C00007,C00042,R11594
49456,C00007_C00011,C00007,C00011,R11594
49457,C00019_C00021,C00019,C00021,R11595
49458,C00019_C21491,C00019,C21491,R11595
49459,C02105_C00021,C02105,C00021,R11595
49460,C02105_C21491,C02105,C21491,R11595
49461,C00080_C00021,C00080,C00021,R11595
49462,C00080_C21491,C00080,C21491,R11595
49463,C19491_C18796,C19491,C18796,R11597
49464,C19491_C03161,C19491,C03161,R11597
49465,C19491_C00001,C19491,C00001,R11597
49466,C03024_C18796,C03024,C18796,R11597
49467,C03024_C03161,C03024,C03161,R11597
49468,C03024_C00001,C03024,C00001,R11597
49469,C00007_C18796,C00007,C18796,R11597
49470,C00007_C03161,C00007,C03161,R11597
49471,C00007_C00001,C00007,C00001,R11597
49472,C03219_C02659,C03219,C02659,R11598
49473,C03219_C03161,C03219,C03161,R11598
49474,C03219_C00001,C03219,C00001,R11598
49475,C03024_C02659,C03024,C02659,R11598
49476,C03024_C03161,C03024,C03161,R11598
49477,C03024_C00001,C03024,C00001,R11598
49478,C00007_C02659,C00007,C02659,R11598
49479,C00007_C03161,C00007,C03161,R11598
49480,C00007_C00001,C00007,C00001,R11598
49481,C00052_C00015,C00052,C00015,R11599
49482,C00052_C21493,C00052,C21493,R11599
49483,C01289_C00015,C01289,C00015,R11599
49484,C01289_C21493,C01289,C21493,R11599
49485,C20749_C20748,C20749,C20748,R11600
49486,C20749_C04570,C20749,C04570,R11600
49487,C04253_C20748,C04253,C20748,R11600
49488,C04253_C04570,C04253,C04570,R11600
49489,C00325_C00035,C00325,C00035,R11601
49490,C00325_C21494,C00325,C21494,R11601
49491,C00694_C00035,C00694,C00035,R11601
49492,C00694_C21494,C00694,C21494,R11601
49493,C00341_C00013,C00341,C00013,R11602
49494,C00341_C21495,C00341,C21495,R11602
49495,C09315_C00013,C09315,C00013,R11602
49496,C09315_C21495,C09315,C21495,R11602
49497,C00341_C00013,C00341,C00013,R11603
49498,C00341_C21496,C00341,C21496,R11603
49499,C09263_C00013,C09263,C00013,R11603
49500,C09263_C21496,C09263,C21496,R11603
49501,C00062_C03771,C00062,C03771,R11604
49502,C00062_C00014,C00062,C00014,R11604
49503,C00062_C00027,C00062,C00027,R11604
49504,C00001_C03771,C00001,C03771,R11604
49505,C00001_C00014,C00001,C00014,R11604
49506,C00001_C00027,C00001,C00027,R11604
49507,C00007_C03771,C00007,C03771,R11604
49508,C00007_C00014,C00007,C00014,R11604
49509,C00007_C00027,C00007,C00027,R11604
49510,C00094_C00320,C00094,C00320,R11606
49511,C00094_C02684,C00094,C02684,R11606
49512,C00094_C00080,C00094,C00080,R11606
49513,C00283_C00320,C00283,C00320,R11606
49514,C00283_C02684,C00283,C02684,R11606
49515,C00283_C00080,C00283,C00080,R11606
49516,C02682_C00320,C02682,C00320,R11606
49517,C02682_C02684,C02682,C02684,R11606
49518,C02682_C00080,C02682,C00080,R11606
49519,C05117_C00332,C05117,C00332,R11607
49520,C05117_C00025,C05117,C00025,R11607
49521,C00026_C00332,C00026,C00332,R11607
49522,C00026_C00025,C00026,C00025,R11607
49523,C00002_C00013,C00002,C00013,R11608
49524,C00002_C21497,C00002,C21497,R11608
49525,C00156_C00013,C00156,C00013,R11608
49526,C00156_C21497,C00156,C21497,R11608
49527,C00235_C00013,C00235,C00013,R11609
49528,C00235_C21499,C00235,C21499,R11609
49529,C21498_C00013,C21498,C00013,R11609
49530,C21498_C21499,C21498,C21499,R11609
49531,C00235_C00013,C00235,C00013,R11610
49532,C00235_C21500,C00235,C21500,R11610
49533,C21499_C00013,C21499,C00013,R11610
49534,C21499_C21500,C21499,C21500,R11610
49535,C00235_C00013,C00235,C00013,R11611
49536,C00235_C21501,C00235,C21501,R11611
49537,C21500_C00013,C21500,C00013,R11611
49538,C21500_C21501,C21500,C21501,R11611
49539,C00513_C00055,C00513,C00055,R11612
49540,C00513_C21502,C00513,C21502,R11612
49541,C21464_C00055,C21464,C00055,R11612
49542,C21464_C21502,C21464,C21502,R11612
49543,C00789_C00055,C00789,C00055,R11613
49544,C00789_C21503,C00789,C21503,R11613
49545,C21464_C00055,C21464,C00055,R11613
49546,C21464_C21503,C21464,C21503,R11613
49547,C21505_C21506,C21505,C21506,R11615
49548,C21505_C00011,C21505,C00011,R11615
49549,C21505_C00010,C21505,C00010,R11615
49550,C21505_C00006,C21505,C00006,R11615
49551,C21505_C00001,C21505,C00001,R11615
49552,C00083_C21506,C00083,C21506,R11615
49553,C00083_C00011,C00083,C00011,R11615
49554,C00083_C00010,C00083,C00010,R11615
49555,C00083_C00006,C00083,C00006,R11615
49556,C00083_C00001,C00083,C00001,R11615
49557,C00005_C21506,C00005,C21506,R11615
49558,C00005_C00011,C00005,C00011,R11615
49559,C00005_C00010,C00005,C00010,R11615
49560,C00005_C00006,C00005,C00006,R11615
49561,C00005_C00001,C00005,C00001,R11615
49562,C00080_C21506,C00080,C21506,R11615
49563,C00080_C00011,C00080,C00011,R11615
49564,C00080_C00010,C00080,C00010,R11615
49565,C00080_C00006,C00080,C00006,R11615
49566,C00080_C00001,C00080,C00001,R11615
49567,C21505_C21507,C21505,C21507,R11616
49568,C21505_C00011,C21505,C00011,R11616
49569,C21505_C00010,C21505,C00010,R11616
49570,C21505_C00006,C21505,C00006,R11616
49571,C21505_C00001,C21505,C00001,R11616
49572,C00083_C21507,C00083,C21507,R11616
49573,C00083_C00011,C00083,C00011,R11616
49574,C00083_C00010,C00083,C00010,R11616
49575,C00083_C00006,C00083,C00006,R11616
49576,C00083_C00001,C00083,C00001,R11616
49577,C00005_C21507,C00005,C21507,R11616
49578,C00005_C00011,C00005,C00011,R11616
49579,C00005_C00010,C00005,C00010,R11616
49580,C00005_C00006,C00005,C00006,R11616
49581,C00005_C00001,C00005,C00001,R11616
49582,C00080_C21507,C00080,C21507,R11616
49583,C00080_C00011,C00080,C00011,R11616
49584,C00080_C00010,C00080,C00010,R11616
49585,C00080_C00006,C00080,C00006,R11616
49586,C00080_C00001,C00080,C00001,R11616
49587,C01444_C00209,C01444,C00209,R11617
49588,C01444_C00014,C01444,C00014,R11617
49589,C00001_C00209,C00001,C00209,R11617
49590,C00001_C00014,C00001,C00014,R11617
49591,C00717_C01370,C00717,C01370,R11618
49592,C00717_C00027,C00717,C00027,R11618
49593,C00007_C01370,C00007,C01370,R11618
49594,C00007_C00027,C00007,C00027,R11618
49595,C00575_C00943,C00575,C00943,R11619
49596,C00575_C00014,C00575,C00014,R11619
49597,C00001_C00943,C00001,C00943,R11619
49598,C00001_C00014,C00001,C00014,R11619
49599,C00794_C00267,C00794,C00267,R11620
49600,C00794_C00027,C00794,C00027,R11620
49601,C00007_C00267,C00007,C00267,R11620
49602,C00007_C00027,C00007,C00027,R11620
49603,C21509_C08491,C21509,C08491,R11622
49604,C21509_C00151,C21509,C00151,R11622
49605,C00001_C08491,C00001,C08491,R11622
49606,C00001_C00151,C00001,C00151,R11622
49607,C01097_C00085,C01097,C00085,R11623
49608,C00558_C00905,C00558,C00905,R11624
49609,C19706_C03564,C19706,C03564,R11625
49610,C19706_C00001,C19706,C00001,R11625
49611,C05778_C21510,C05778,C21510,R11626
49612,C05778_C00080,C05778,C00080,R11626
49613,C19609_C21510,C19609,C21510,R11626
49614,C19609_C00080,C19609,C00080,R11626
49615,C21510_C21511,C21510,C21511,R11627
49616,C21510_C00008,C21510,C00008,R11627
49617,C21510_C00025,C21510,C00025,R11627
49618,C21510_C00009,C21510,C00009,R11627
49619,C00002_C21511,C00002,C21511,R11627
49620,C00002_C00008,C00002,C00008,R11627
49621,C00002_C00025,C00002,C00025,R11627
49622,C00002_C00009,C00002,C00009,R11627
49623,C00064_C21511,C00064,C21511,R11627
49624,C00064_C00008,C00064,C00008,R11627
49625,C00064_C00025,C00064,C00025,R11627
49626,C00064_C00009,C00064,C00009,R11627
49627,C00001_C21511,C00001,C21511,R11627
49628,C00001_C00008,C00001,C00008,R11627
49629,C00001_C00025,C00001,C00025,R11627
49630,C00001_C00009,C00001,C00009,R11627
49631,C00002_C00008,C00002,C00008,R11628
49632,C00002_C00009,C00002,C00009,R11628
49633,C00002_C21512,C00002,C21512,R11628
49634,C00002_C00028,C00002,C00028,R11628
49635,C21511_C00008,C21511,C00008,R11628
49636,C21511_C00009,C21511,C00009,R11628
49637,C21511_C21512,C21511,C21512,R11628
49638,C21511_C00028,C21511,C00028,R11628
49639,C00030_C00008,C00030,C00008,R11628
49640,C00030_C00009,C00030,C00009,R11628
49641,C00030_C21512,C00030,C21512,R11628
49642,C00030_C00028,C00030,C00028,R11628
49643,C00001_C00008,C00001,C00008,R11628
49644,C00001_C00009,C00001,C00009,R11628
49645,C00001_C21512,C00001,C21512,R11628
49646,C00001_C00028,C00001,C00028,R11628
49647,C00080_C00008,C00080,C00008,R11628
49648,C00080_C00009,C00080,C00009,R11628
49649,C00080_C21512,C00080,C21512,R11628
49650,C00080_C00028,C00080,C00028,R11628
49651,C21512_C05777,C21512,C05777,R11629
49652,C21512_C00008,C21512,C00008,R11629
49653,C21512_C00009,C21512,C00009,R11629
49654,C00002_C05777,C00002,C05777,R11629
49655,C00002_C00008,C00002,C00008,R11629
49656,C00002_C00009,C00002,C00009,R11629
49657,C08269_C21513,C08269,C21513,R11630
49658,C10172_C21514,C10172,C21514,R11631
49659,C00002_C00020,C00002,C00020,R11632
49660,C00002_C00013,C00002,C00013,R11632
49661,C00002_C20750,C00002,C20750,R11632
49662,C00318_C00020,C00318,C00020,R11632
49663,C00318_C00013,C00318,C00013,R11632
49664,C00318_C20750,C00318,C20750,R11632
49665,C00010_C00020,C00010,C00020,R11632
49666,C00010_C00013,C00010,C00013,R11632
49667,C00010_C20750,C00010,C20750,R11632
49668,C00080_C00020,C00080,C00020,R11632
49669,C00080_C00013,C00080,C00013,R11632
49670,C00080_C20750,C00080,C20750,R11632
49671,C00044_C00286,C00044,C00286,R11633
49672,C00044_C00011,C00044,C00011,R11633
49673,C00044_C00001,C00044,C00001,R11633
49674,C00058_C00286,C00058,C00286,R11633
49675,C00058_C00011,C00058,C00011,R11633
49676,C00058_C00001,C00058,C00001,R11633
49677,C00002_C00131,C00002,C00131,R11634
49678,C00002_C00011,C00002,C00011,R11634
49679,C00002_C00001,C00002,C00001,R11634
49680,C00058_C00131,C00058,C00131,R11634
49681,C00058_C00011,C00058,C00011,R11634
49682,C00058_C00001,C00058,C00001,R11634
49683,C00075_C00460,C00075,C00460,R11635
49684,C00075_C00011,C00075,C00011,R11635
49685,C00075_C00001,C00075,C00001,R11635
49686,C00058_C00460,C00058,C00460,R11635
49687,C00058_C00011,C00058,C00011,R11635
49688,C00058_C00001,C00058,C00001,R11635
49689,C00063_C00458,C00063,C00458,R11636
49690,C00063_C00011,C00063,C00011,R11636
49691,C00063_C00001,C00063,C00001,R11636
49692,C00058_C00458,C00058,C00458,R11636
49693,C00058_C00011,C00058,C00011,R11636
49694,C00058_C00001,C00058,C00001,R11636
49695,C01697_C21523,C01697,C21523,R11637
49696,C01697_C00004,C01697,C00004,R11637
49697,C01697_C00080,C01697,C00080,R11637
49698,C00003_C21523,C00003,C21523,R11637
49699,C00003_C00004,C00003,C00004,R11637
49700,C00003_C00080,C00003,C00080,R11637
49701,C21524_C00795,C21524,C00795,R11638
49702,C21524_C00004,C21524,C00004,R11638
49703,C21524_C00080,C21524,C00080,R11638
49704,C00003_C00795,C00003,C00795,R11638
49705,C00003_C00004,C00003,C00004,R11638
49706,C00003_C00080,C00003,C00080,R11638
49707,C20312_C21525,C20312,C21525,R11639
49708,C20312_C00001,C20312,C00001,R11639
49709,C21525_C18796,C21525,C18796,R11640
49710,C21525_C03161,C21525,C03161,R11640
49711,C21525_C00001,C21525,C00001,R11640
49712,C03024_C18796,C03024,C18796,R11640
49713,C03024_C03161,C03024,C03161,R11640
49714,C03024_C00001,C03024,C00001,R11640
49715,C00007_C18796,C00007,C18796,R11640
49716,C00007_C03161,C00007,C03161,R11640
49717,C00007_C00001,C00007,C00001,R11640
49718,C20315_C02420,C20315,C02420,R11641
49719,C20315_C00001,C20315,C00001,R11641
49720,C02420_C02659,C02420,C02659,R11642
49721,C02420_C03161,C02420,C03161,R11642
49722,C02420_C00001,C02420,C00001,R11642
49723,C03024_C02659,C03024,C02659,R11642
49724,C03024_C03161,C03024,C03161,R11642
49725,C03024_C00001,C03024,C00001,R11642
49726,C00007_C02659,C00007,C02659,R11642
49727,C00007_C03161,C00007,C03161,R11642
49728,C00007_C00001,C00007,C00001,R11642
49729,C21000_C21528,C21000,C21528,R11643
49730,C21000_C00028,C21000,C00028,R11643
49731,C21000_C00001,C21000,C00001,R11643
49732,C00030_C21528,C00030,C21528,R11643
49733,C00030_C00028,C00030,C00028,R11643
49734,C00030_C00001,C00030,C00001,R11643
49735,C00007_C21528,C00007,C21528,R11643
49736,C00007_C00028,C00007,C00028,R11643
49737,C00007_C00001,C00007,C00001,R11643
49738,C21529_C21530,C21529,C21530,R11644
49739,C21529_C00996,C21529,C00996,R11644
49740,C21529_C00001,C21529,C00001,R11644
49741,C00999_C21530,C00999,C21530,R11644
49742,C00999_C00996,C00999,C00996,R11644
49743,C00999_C00001,C00999,C00001,R11644
49744,C00007_C21530,C00007,C21530,R11644
49745,C00007_C00996,C00007,C00996,R11644
49746,C00007_C00001,C00007,C00001,R11644
49747,C00080_C21530,C00080,C21530,R11644
49748,C00080_C00996,C00080,C00996,R11644
49749,C00080_C00001,C00080,C00001,R11644
49750,C21531_C21532,C21531,C21532,R11645
49751,C21531_C00996,C21531,C00996,R11645
49752,C21531_C00001,C21531,C00001,R11645
49753,C00999_C21532,C00999,C21532,R11645
49754,C00999_C00996,C00999,C00996,R11645
49755,C00999_C00001,C00999,C00001,R11645
49756,C00007_C21532,C00007,C21532,R11645
49757,C00007_C00996,C00007,C00996,R11645
49758,C00007_C00001,C00007,C00001,R11645
49759,C00080_C21532,C00080,C21532,R11645
49760,C00080_C00996,C00080,C00996,R11645
49761,C00080_C00001,C00080,C00001,R11645
49762,C21534_C21535,C21534,C21535,R11646
49763,C21534_C03161,C21534,C03161,R11646
49764,C21534_C00011,C21534,C00011,R11646
49765,C21534_C00001,C21534,C00001,R11646
49766,C03024_C21535,C03024,C21535,R11646
49767,C03024_C03161,C03024,C03161,R11646
49768,C03024_C00011,C03024,C00011,R11646
49769,C03024_C00001,C03024,C00001,R11646
49770,C00007_C21535,C00007,C21535,R11646
49771,C00007_C03161,C00007,C03161,R11646
49772,C00007_C00011,C00007,C00011,R11646
49773,C00007_C00001,C00007,C00001,R11646
49774,C21534_C21536,C21534,C21536,R11647
49775,C21534_C03161,C21534,C03161,R11647
49776,C21534_C00001,C21534,C00001,R11647
49777,C03024_C21536,C03024,C21536,R11647
49778,C03024_C03161,C03024,C03161,R11647
49779,C03024_C00001,C03024,C00001,R11647
49780,C00007_C21536,C00007,C21536,R11647
49781,C00007_C03161,C00007,C03161,R11647
49782,C00007_C00001,C00007,C00001,R11647
49783,C21536_C21537,C21536,C21537,R11648
49784,C21536_C03161,C21536,C03161,R11648
49785,C21536_C00001,C21536,C00001,R11648
49786,C03024_C21537,C03024,C21537,R11648
49787,C03024_C03161,C03024,C03161,R11648
49788,C03024_C00001,C03024,C00001,R11648
49789,C00007_C21537,C00007,C21537,R11648
49790,C00007_C03161,C00007,C03161,R11648
49791,C00007_C00001,C00007,C00001,R11648
49792,C21537_C21535,C21537,C21535,R11649
49793,C21537_C00011,C21537,C00011,R11649
49794,C21537_C00001,C21537,C00001,R11649
49795,C21535_C21539,C21535,C21539,R11650
49796,C21535_C03161,C21535,C03161,R11650
49797,C21535_C00001,C21535,C00001,R11650
49798,C03024_C21539,C03024,C21539,R11650
49799,C03024_C03161,C03024,C03161,R11650
49800,C03024_C00001,C03024,C00001,R11650
49801,C00051_C21539,C00051,C21539,R11650
49802,C00051_C03161,C00051,C03161,R11650
49803,C00051_C00001,C00051,C00001,R11650
49804,C00007_C21539,C00007,C21539,R11650
49805,C00007_C03161,C00007,C03161,R11650
49806,C00007_C00001,C00007,C00001,R11650
49807,C21535_C21538,C21535,C21538,R11651
49808,C21535_C03161,C21535,C03161,R11651
49809,C21535_C00001,C21535,C00001,R11651
49810,C03024_C21538,C03024,C21538,R11651
49811,C03024_C03161,C03024,C03161,R11651
49812,C03024_C00001,C03024,C00001,R11651
49813,C00007_C21538,C00007,C21538,R11651
49814,C00007_C03161,C00007,C03161,R11651
49815,C00007_C00001,C00007,C00001,R11651
49816,C21538_C21539,C21538,C21539,R11652
49817,C21538_C00001,C21538,C00001,R11652
49818,C00051_C21539,C00051,C21539,R11652
49819,C00051_C00001,C00051,C00001,R11652
49820,C00146_C00090,C00146,C00090,R11653
49821,C00146_C00016,C00146,C00016,R11653
49822,C00146_C00001,C00146,C00001,R11653
49823,C01352_C00090,C01352,C00090,R11653
49824,C01352_C00016,C01352,C00016,R11653
49825,C01352_C00001,C01352,C00001,R11653
49826,C00007_C00090,C00007,C00090,R11653
49827,C00007_C00016,C00007,C00016,R11653
49828,C00007_C00001,C00007,C00001,R11653
49829,C21526_C21527,C21526,C21527,R11654
49830,C21526_C00028,C21526,C00028,R11654
49831,C00030_C21527,C00030,C21527,R11654
49832,C00030_C00028,C00030,C00028,R11654
49833,C21559_C00026,C21559,C00026,R11655
49834,C21559_C03401,C21559,C03401,R11655
49835,C21559_C00004,C21559,C00004,R11655
49836,C21559_C00080,C21559,C00080,R11655
49837,C00003_C00026,C00003,C00026,R11655
49838,C00003_C03401,C00003,C03401,R11655
49839,C00003_C00004,C00003,C00004,R11655
49840,C00003_C00080,C00003,C00080,R11655
49841,C00001_C00026,C00001,C00026,R11655
49842,C00001_C03401,C00001,C03401,R11655
49843,C00001_C00004,C00001,C00004,R11655
49844,C00001_C00080,C00001,C00080,R11655
49845,C11877_C21560,C11877,C21560,R11656
49846,C11877_C03161,C11877,C03161,R11656
49847,C11877_C00001,C11877,C00001,R11656
49848,C03024_C21560,C03024,C21560,R11656
49849,C03024_C03161,C03024,C03161,R11656
49850,C03024_C00001,C03024,C00001,R11656
49851,C00007_C21560,C00007,C21560,R11656
49852,C00007_C03161,C00007,C03161,R11656
49853,C00007_C00001,C00007,C00001,R11656
49854,C21560_C21561,C21560,C21561,R11657
49855,C21560_C03161,C21560,C03161,R11657
49856,C21560_C00001,C21560,C00001,R11657
49857,C03024_C21561,C03024,C21561,R11657
49858,C03024_C03161,C03024,C03161,R11657
49859,C03024_C00001,C03024,C00001,R11657
49860,C00007_C21561,C00007,C21561,R11657
49861,C00007_C03161,C00007,C03161,R11657
49862,C00007_C00001,C00007,C00001,R11657
49863,C21560_C21562,C21560,C21562,R11658
49864,C21560_C03161,C21560,C03161,R11658
49865,C21560_C00001,C21560,C00001,R11658
49866,C03024_C21562,C03024,C21562,R11658
49867,C03024_C03161,C03024,C03161,R11658
49868,C03024_C00001,C03024,C00001,R11658
49869,C00007_C21562,C00007,C21562,R11658
49870,C00007_C03161,C00007,C03161,R11658
49871,C00007_C00001,C00007,C00001,R11658
49872,C21563_C00127,C21563,C00127,R11659
49873,C21563_C00530,C21563,C00530,R11659
49874,C00051_C00127,C00051,C00127,R11659
49875,C00051_C00530,C00051,C00530,R11659
49876,C21571_C21572,C21571,C21572,R11661
49877,C21571_C01352,C21571,C01352,R11661
49878,C00016_C21572,C00016,C21572,R11661
49879,C00016_C01352,C00016,C01352,R11661
49880,C21570_C21565,C21570,C21565,R11662
49881,C21570_C00008,C21570,C00008,R11662
49882,C21570_C00009,C21570,C00009,R11662
49883,C21572_C21565,C21572,C21565,R11662
49884,C21572_C00008,C21572,C00008,R11662
49885,C21572_C00009,C21572,C00009,R11662
49886,C00002_C21565,C00002,C21565,R11662
49887,C00002_C00008,C00002,C00008,R11662
49888,C00002_C00009,C00002,C00009,R11662
49889,C21573_C21574,C21573,C21574,R11663
49890,C21573_C00006,C21573,C00006,R11663
49891,C21573_C00001,C21573,C00001,R11663
49892,C00005_C21574,C00005,C21574,R11663
49893,C00005_C00006,C00005,C00006,R11663
49894,C00005_C00001,C00005,C00001,R11663
49895,C00080_C21574,C00080,C21574,R11663
49896,C00080_C00006,C00080,C00006,R11663
49897,C00080_C00001,C00080,C00001,R11663
49898,C02679_C21573,C02679,C21573,R11664
49899,C02679_C00001,C02679,C00001,R11664
49900,C02679_C00011,C02679,C00011,R11664
49901,C02679_C00010,C02679,C00010,R11664
49902,C00083_C21573,C00083,C21573,R11664
49903,C00083_C00001,C00083,C00001,R11664
49904,C00083_C00011,C00083,C00011,R11664
49905,C00083_C00010,C00083,C00010,R11664
49906,C00037_C21573,C00037,C21573,R11664
49907,C00037_C00001,C00037,C00001,R11664
49908,C00037_C00011,C00037,C00011,R11664
49909,C00037_C00010,C00037,C00010,R11664
49910,C12483_C21567,C12483,C21567,R11665
49911,C12483_C21097,C12483,C21097,R11665
49912,C00229_C21567,C00229,C21567,R11665
49913,C00229_C21097,C00229,C21097,R11665
49914,C21573_C21574,C21573,C21574,R11666
49915,C21573_C00003,C21573,C00003,R11666
49916,C21573_C00001,C21573,C00001,R11666
49917,C00004_C21574,C00004,C21574,R11666
49918,C00004_C00003,C00004,C00003,R11666
49919,C00004_C00001,C00004,C00001,R11666
49920,C00080_C21574,C00080,C21574,R11666
49921,C00080_C00003,C00080,C00003,R11666
49922,C00080_C00001,C00080,C00001,R11666
49923,C21567_C21568,C21567,C21568,R11667
49924,C21567_C00010,C21567,C00010,R11667
49925,C21567_C00229,C21567,C00229,R11667
49926,C21567_C00011,C21567,C00011,R11667
49927,C21567_C00001,C21567,C00001,R11667
49928,C00083_C21568,C00083,C21568,R11667
49929,C00083_C00010,C00083,C00010,R11667
49930,C00083_C00229,C00083,C00229,R11667
49931,C00083_C00011,C00083,C00011,R11667
49932,C00083_C00001,C00083,C00001,R11667
